pr_number,lines_of_code_changed,number_of_files_changed,labels,number_of_assignees,number_of_linked_issues,time_since_last_commit,issue_text,number_of_reviews_requested,number_of_milestones,dependency_changes,number_of_commits,test_coverage,repo,issue_text_wordiness,label_count,Issue Lifetime,day_of_week,weekday,Author PRs Opened,Open PRs at Open Date,Issues Closed in Last 2 Weeks,Issues Opened in Last 2 Weeks
134188,2,1,"['A-testsuite', 'S-waiting-on-bors', 'T-infra']",1,0,1233508.489293,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request prevents save failure when the hosts file is hidden added unit test for the scenario please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments replaced with the code is very similar to what the previous method was doing internally except for how the is created is needed to prevent when the hosts file is needed internally uses that is causing the issue describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested manually,0,1,False,1,,13,2,4,3,3,1,5,3,14,10
132789,146,10,"['A-testsuite', 'T-compiler', 'S-waiting-on-bors', 'merged-by-bors', 'CI-spurious-fail-mingw']",1,0,1238804.094094,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request vs update caused issues with powertoys dlls versions in deps json files some entries have version specified and some do not for the same dll as we are confident that our build produces the same version of dlls across the solution we can skip the check for our dlls also bump cswinrt to match the winrt runtime dll version with the one used in the updated sdk please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,1,False,1,,13,4,6,2,2,1,0,3,11,10
133122,654,23,"['T-compiler', 'S-waiting-on-bors', 'T-types']",1,0,1233510.540209,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request learning from that solution dir could have rippling effects from other the dart pipeline this shifts those over to relative paths please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,1,False,3,,13,230,1,2,2,1,7,3,12,13
129546,85,5,"['T-compiler', 'S-waiting-on-bors', 'merged-by-bors', 'CI-spurious-fail-msvc']",1,0,1247777.409793,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request more breaking out stuff please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,1,False,1,,13,20,3,2,3,1,8,2,13,13
134199,6,1,"['S-waiting-on-bors', 'merged-by-bors', 'CI-spurious-fail-mingw']",1,0,1248730.66824,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request this pr aims to fix some positioning issues of the form used as preview handler it fixes the following issues the floating window detached from explorer that sometimes appears the members cannot be accessed after the control is disposed crash process leak repro steps for issue navigate through files in folder invoking their preview handler minimize restore explorer quickly spam win usually works weird issues happen some processes are leaked some are started with screenshot this happens because ipreviewhandler dopreview is called multiple times and sometimes before calling ipreviewhandler setwindow when the managed previewer try to set the parent of the form to the the desktop window is used instead resulting in the floating preview window being displayed reference src modules previewpane common controls formhandlercontrol cs repro steps for issue preview file restart process make sure is leaked and still running preview the same file again preview is displayed another process is launched minimize explorer what happens here is that the form of the old process have an invalid as parent but receive the for some reason please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments don start preview pane process when is terminate the preview pane process when setting parent fails prevent leaking processes closing them when new preview is requested fixed an issue where pdf and svg previews weren updated after restoring explorer added some error handling in the method of the managed preview terminate the preview pane when the event is received but the parent has become invalid describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed manually tested all preview panes also using multiple explorer windows validated that when explorer is minimized restored the preview is updated tested the preview pane resize validated that no window no taskbar icon and no errors appear on both repro steps,0,1,False,1,,13,129,3,4,6,0,2,3,11,15
130350,866,90,"['T-libs-api', 'S-waiting-on-bors', 'disposition-merge', 'finished-final-comment-period', 'to-announce', 'A-strict-provenance', 'T-opsem']",1,0,1252069.581244,changed the tool tip of the info button next to the replacement text box in the powerrename window from help for date and time of the file creation to replace name syntax help for better understanding of this feature closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx,0,1,False,2,,13,345,5,2,2,1,0,4,13,11
133180,37,2,"['T-rustdoc', 'S-waiting-on-bors']",1,0,1252971.335262,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request this pr aims for fix some ci build warnings please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments warning fix warning for wix toolset projects marking them as restorable and adding an empty restore target no test result files matching trx were found skip publishing of test results for since pipeline isn running tests image describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed ci built successfully warnings are fixed,0,1,False,3,,13,29,2,3,5,0,0,0,7,4
133458,36,2,"['T-rustdoc', 'S-waiting-on-bors']",1,0,1252982.294645,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request this pr fixes the csv parsing related to quotation marks according to csv standard rules an empty data value can be written as remove both quotation marks enclosing data by starting and ending with if they contain the delimiter first and last quotation mark has to be removed escape quotation mark with second quotation mark replace pairs of two with single one input before this pr wrong result after this pr correct result please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed manually tested validated behavior against the behavior of ms excel validated behavior against the behavior of command in powershell excel and powershell have bug and do not support csv data starting with single quotation mark like,0,1,False,2,,13,18,2,3,1,1,0,2,9,9
134201,665,49,"['T-compiler', 'T-bootstrap', 'S-waiting-on-bors', 'merged-by-bors', 'rollup', 'T-libs']",0,0,1263425.662956,update msbuildcache to preview notable change is this one which should avoid under builds when the build tooling updates full release notes preview preview,0,1,False,25,,13,115,4,2,1,1,0,3,8,10
134173,19,7,"['T-compiler', 'T-bootstrap', 'S-waiting-on-bors']",1,0,1264564.767974,there was typo in the readme replaced finding with find,0,1,False,2,,13,77,1,2,1,1,0,2,6,8
133859,150,14,"['S-waiting-on-bors', 'T-libs']",1,0,1266390.623692,we are moving away from the organization,0,1,False,1,,13,23,1,2,4,1,0,0,3,3
134179,9,1,"['S-waiting-on-bors', 'T-libs']",1,0,1268134.766503,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request adjusting to root folder the main items was able to mod md without lock down please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,1,False,1,,13,111,1,1,3,1,0,0,1,1
134155,1,1,"['T-bootstrap', 'S-waiting-on-bors', 'T-libs']",1,0,1268135.834329,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,1,False,1,,13,3,1,1,3,1,1,0,2,2
134154,35,6,"['T-compiler', 'S-waiting-on-bors']",1,0,1268136.871279,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request remove the github action version of the similar issues bot this was the prototype version we have now developed more robust version in partnership with github currently in the form of github app and are installing that on the repo instead,0,1,False,1,,13,121,1,1,3,1,0,0,0,0
134144,168,6,"['T-compiler', 'S-waiting-on-bors']",1,0,1268137.062058,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,1,False,1,,13,2,1,2,1,1,0,1,22,24
134070,175,4,"['T-compiler', 'S-waiting-on-bors']",1,0,1268138.151955,added new policy bot trigger to recognize new workspaces bugs and label them with product workspaces label will expand this to all modules if it works properly,0,1,False,3,,13,86,1,2,2,1,2,0,19,16
134113,2,1,"['A-testsuite', 'S-waiting-on-bors', 'A-run-make']",1,0,1272041.197195,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request this upgrades to winappsdk updates and cswinrt learnings from we will also need community toolkit upgraded as well via please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,1,False,1,,13,92,4,3,3,1,10,3,18,29
134163,451,5,"['T-compiler', 'S-waiting-on-bors', 'A-code-coverage']",1,0,1268299.422709,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx fix fix again background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs line height padding vertical inline flex change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix button text and icon not align chinese button,0,1,False,5,,13,111,2,2,2,1,114,5,63,55
129181,1765,24,"['T-compiler', 'S-waiting-on-bors', 'merged-by-bors']",1,0,1287714.62623,button react button typescript menu msyavuz fix button text and icon not align fix button throws under react typescript fix menu interface type error from external module msyavuz first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,1,,13,67,3,2,4,1,7,2,64,53
134102,22,5,['S-waiting-on-bors'],1,0,1292140.365451,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,3,,13,121,1,2,4,1,58,1,65,52
134043,40,5,"['T-compiler', 'S-waiting-on-bors', 'A-meta']",1,0,1305560.919429,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chore merge master into feature chinese chore merge master into feature,0,1,False,1,,13,75,2,1,2,1,79,4,57,49
134177,11075,245,"['T-compiler', 'S-waiting-on-bors', 'merged-by-bors', 'rollup', 'T-libs']",0,0,1311519.780861,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,169,,13,63,4,1,2,1,67,5,59,54
133598,62,3,"['S-waiting-on-bors', 'T-libs']",1,0,1316308.689432,chinese template this is feature enhancement related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution fix change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english transfer opens showsearch revealing input related configurations defaultvalue and placeholder chinese transfer,0,1,False,1,,13,586,1,3,2,1,0,4,64,51
133851,6,1,['S-waiting-on-bors'],1,0,1318014.06785,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,1,,13,68,1,1,3,1,0,3,62,52
134170,10380,226,"['S-waiting-on-bors', 'CI-spurious-fail-mingw']",0,0,1318650.073758,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs demo suspense fallback change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,152,,13,2,1,2,3,1,116,3,61,52
134165,20,8,"['T-compiler', 'O-wasm', 'S-waiting-on-bors', 'llvm-main']",1,0,1319307.857557,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx close background and solution similar issue has been fixed for the menuitem component before in the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix menu interface type error from external module chinese,0,1,False,1,,13,89,3,4,2,1,0,6,62,68
134148,29,2,"['T-compiler', 'S-waiting-on-bors']",1,0,1319308.350083,this is other update dependencies related issues none background and solution ref change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english no need to be included in the changelog chinese,0,1,False,1,,13,96,1,2,2,1,20,4,61,53
134116,5,3,"['S-waiting-on-bors', 'T-libs']",1,0,1321669.048984,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english refactor rm tag margin style chinese refactor rm tag margin style,0,1,False,1,,13,6,1,2,2,1,80,3,62,50
134010,291,25,"['T-compiler', 'S-waiting-on-bors']",1,0,1321670.431968,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,1,,13,31,1,2,2,1,66,4,61,53
134164,246,29,"['T-rustdoc', 'T-compiler', 'S-waiting-on-bors', 'merged-by-bors', 'rollup', 'A-meta', 'T-libs', 'PG-exploit-mitigations', 'WG-trait-system-refactor', 'CI-spurious-fail-mingw']",0,0,1324467.498968,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs react only change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,17,,13,88,7,1,2,1,115,6,60,56
134160,1,1,"['S-waiting-on-bors', 'A-meta']",1,0,1329103.017692,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chore merge master into feature chinese chore merge master into feature,0,1,False,1,,13,8,2,2,2,1,78,6,50,48
134158,18,7,"['T-compiler', 'S-waiting-on-bors', 'WG-trait-system-refactor']",1,0,1329104.573241,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,1,,13,26,2,1,2,1,65,4,58,52
134142,64,4,"['T-compiler', 'S-waiting-on-bors']",1,0,1329104.691021,this is new feature close change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english feat configprovider support popconfirm chinese feat configprovider popconfirm,0,1,False,1,,13,36,1,1,2,1,57,4,58,52
134141,43,12,"['T-rustdoc', 'T-compiler', 'S-waiting-on-bors', 'PG-exploit-mitigations']",1,0,1329105.123745,this is new feature related issues close background and solution the treeselect component currently lacks the ability to limit the maximum number of selections which is common requirement in many scenarios this pr adds this functionality through adding maxcount prop to treeselect component adding demo and documentation change log language changelog english add maxcount prop to treeselect to limit the maximum number of selections chinese treeselect maxcount,0,1,False,1,,13,12,2,4,0,1,9,8,57,66
134136,52,1,"['A-testsuite', 'T-compiler', 'S-waiting-on-bors', 'F-default_field_values']",1,0,1329106.780856,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx fix fix close background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs before after img width alt src img width alt src change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english align button with and without icons consistently chinese button,0,1,False,2,,13,145,4,3,4,1,107,5,46,43
134105,33,2,"['T-compiler', 'S-waiting-on-bors']",1,0,1329107.345477,this is new feature related issues change log language changelog english feat configprovider support popover chinese feat configprovider popover,0,1,False,1,,13,34,1,2,1,1,56,6,56,47
134139,2,1,"['T-compiler', 'S-waiting-on-bors']",1,0,1329107.570017,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,1,False,1,,13,22,1,2,0,1,111,8,47,45
134079,33,1,"['S-waiting-on-bors', 'T-libs']",1,0,1329109.116004,this pr contains the following updates package change age adoption passing confidence tsx source age adoption passing confidence release notes details summary privatenumber tsx tsx summary compare source bug fixes generate sourcescontent when node js debugger is enabled this release is also available on npm package latest dist tag compare source compare source compare source compare source compare source compare source bug fixes resolver directory import nested this release is also available on npm package latest dist tag compare source bug fixes resolver handle importing closes this release is also available on npm package latest dist tag compare source compare source compare source bug fixes cjs isolate implicit resolver enhancement cjs namespace filter to preserve file path esm implicit resolution with tsconfig paths closes this release is also available on npm package latest dist tag compare source compare source compare source compare source bug fixes nyc coverage compatibility this release is also available on npm package latest dist tag compare source bug fixes minimum node version in warning for this release is also available on npm package latest dist tag compare source bug fixes cjs make transformers overwritable this release is also available on npm package latest dist tag compare source bug fixes cjs handle re exports from relative paths this release is also available on npm package latest dist tag compare source bug fixes cjs load json with namespace this release is also available on npm package latest dist tag compare source bug fixes esm resolve implicit extension in package subpath this release is also available on npm package latest dist tag compare source bug fixes prevent this release is also available on npm package latest dist tag compare source features esbuild esbuild edbdfdf esbuild this release is also available on npm package latest dist tag compare source bug fixes cjs only hide transformers when namespaced this release is also available on npm package latest dist tag compare source features resolve js ts in exports main this release is also available on npm package latest dist tag compare source bug fixes cjs resolve directory import relative to parent esm cjs interop to support decorators esm resolve ts extension in imports map this release is also available on npm package latest dist tag compare source bug fixes esm ignore transforming js files with cjs syntax this release is also available on npm package latest dist tag compare source bug fixes esm api to parse cjs exports this release is also available on npm package latest dist tag compare source features cjs api to support namespace esm api to support loading commonjs files this release is also available on npm package latest dist tag compare source bug fixes esm resolve implicit ts paths in packages this release is also available on npm package latest dist tag compare source bug fixes cjs make resolver chainable esm named import from commonjs file features cjs support query for cache busting performance improvements esm only try extensions if file path this release is also available on npm package latest dist tag details configuration schedule branch creation on sunday before in timezone utc automerge at any time no schedule defined automerge disabled by config please merge this manually once you are satisfied rebasing whenever pr becomes conflicted or you tick the rebase retry checkbox ignore close this pr and you won be reminded about this update again rebase check if you want to rebase retry this pr check this box this pr was generated by mend renovate view the repository job log renovate debug,0,1,False,1,,13,0,1,2,1,1,13,4,52,45
